Date,EloRating,Result,Moves
19/02/24,909,Stas_Davudov won by resignation,e2e4 e7e5 g1f3 b8c6 b1c3 d7d6 d2d3 f7f5 g2g3 g8f6 c1g5 h7h6 g5f6 d8f6 c3d5 f6f7 f1g2 c8e6 c2c4 e6d5 e4d5 c6e7 e1g1 c7c6 f3h4 c6d5 g2d5 e7d5 c4d5 f8e7 h4f5 f7f5 f1e1 a8c8 a1c1 e8g8 c1c8 f5f2 g1h1 f8c8 d3d4 c8c2
20/02/24,901,Ady13messi won by resignation,e2e4 e7e5 g1f3 b8c6 b1c3 f8c5 d2d3 g8f6 c1g5 e8g8 g5f6 d8f6 c3d5 f6d8 g2g3 c6d4 f3d4 c5d4 a1b1 c7c6 d5c3 d8a5 a2a3 d4c3 b2c3 a5c3 d1d2 c3a3 f1g2 a3a2 e1g1 a2e6 f2f4 f7f6 f4e5 f6e5 f1f8 g8f8 b1f1 f8g8 d2g5 d7d5 g5d8
20/02/24,908,Game drawn - insufficient material,e2e4 e7e5 d1h5 b8c6 f1c4 g7g6 h5f3 g8f6 b1c3 c6d4 f3d1 c7c5 f2f3 f8g7 d2d3 d7d6 c1g5 e8g8 g5f6 g7f6 g1e2 a7a6 e2d4 e5d4 c3d5 f6g7 e1g1 b7b5 c4b3 a6a5 a2a4 c8b7 d5f4 b5a4 b3a4 b7c8 b2b3 c8d7 a4d7 d8d7 c2c4 f7f5 f4d5 f5e4 f3e4 f8f1 d1f1 a8f8 f1e1 a5a4 e1a5 a4b3 a5b5 d7b5 c4b5 f8b8 b5b6 b3b2 a1b1 g8f7 b1b2 f7f8 g1f2 f8e8 f2f3 e8d7 f3f4 g7e5 f4g5 e5h2 g5h6 b8h8 b6b7 h8b8 h6h7 d7c6 h7g6 b8b7 b2b7 c6b7 g6f6 h2e5 f6e6 b7c6 d5e7 c6b5 g2g4 b5b4 e7c6 b4c3 c6e5 d6e5 g4g5 c3d3 g5g6 d3e4 g6g7 d4d3 g7g8q d3d2 g8g4 e4d3 g4d1 e5e4 e6d5 e4e3 d5c5 e3e2 d1b3 d3e4 b3d5 e4e3 d5d4 e3f3 d4d2 f3f2 d2d4 f2e1 d4e3 e1d1 c5d4 e2e1q e3e1 d1e1
20/02/24,900,Ady13messi won by checkmate,d2d4 d7d5 g1f3 b8c6 b1c3 g8f6 e2e3 e7e6 f3e5 f8b4 c1d2 b4c3 d2c3 c6e5 d4e5 f6e4 c3b4 b7b6 f2f3 e4c5 e3e4 c8b7 f1b5 c7c6 b5d3 e8g8 f3f4 c5d3 d1d3 c6c5 e4d5 c5b4 d5d6 b7g2 d3g3 g2h1 e1c1 a8c8 d1g1 g7g6 h2h4 h1e4 h4h5 e4f5 h5g6 f5g6 g3g4 c8c2 c1b1 c2g2 b1a1 g2g4 g1g4 d8c8 f4f5 c8c1
20/02/24,907,Ady13messi won by checkmate,e2e4 d7d5 e4d5 d8d5 b1c3 d5d8 g2g3 e7e6 f1g2 c8d7 d2d4 d7c6 g1f3 c6f3 g2f3 c7c6 f3g2 f8b4 c1d2 g8f6 e1g1 f6g4 a2a3 b4c3 d2c3 g4h6 d4d5 e6d5 c3g7 h8g8 g7h6 d8f6 f1e1 e8d8 d1d2 g8g6 h6f4 b8d7 e1e2 f6b2 a1e1 g6e6 e2e6 f7e6 f4g5 d8c7 e1e6 b2a1 g2f1 a1a3 g5f4 c7b6 d2d4 a3c5 d4b2 b6a5 f4d2 a5a4 e6e3 b7b5 e3e1 b5b4 e1a1
20/02/24,915,AndreaSrr01 won by resignation,e2e4 e7e5 g1f3 b8c6 f1b5 d7d6 b1c3 g8f6 e1g1 c8d7 d2d4 e5d4 f3d4 c6d4 b5d7 d8d7 d1d4 g7g6 d4f6 f8g7 f6g7 h8f8 c1h6 d7e7 c3d5
20/02/24,924,PepeRanni15 won by checkmate,e2e4 e7e5 d2d4 e5d4 d1d4 c7c5 d4d2 b7b6 b1c3 g8f6 f2f3 c8b7 f1d3 g7g6 b2b3 f8g7 g1e2 e8g8 e1g1 f8e8 e2f4 d7d6 f4d5 f6d5 c3d5 b7d5 e4d5 g7a1 c2c3 a7a5 c1a3 a1c3 d2c3 d8d7 a3b2 b6b5 c3g7
20/02/24,930,Ady13messi won by checkmate,e2e4 e7e5 g1f3 b8c6 b1c3 g8f6 d2d3 f8c5 c1g5 e8g8 g5f6 d8f6 c3d5 f6e6 c2c4 c5b6 g2g3 e6g4 f1g2 d7d6 a2a3 a7a5 e1g1 c8e6 b2b4 a5b4 a3b4 a8a1 d1a1 e6d5 e4d5 c6b4 f3h4 b4d3 g1h1 b6f2 a1c3 f2d4 c3d3 f8a8 g2f3 g4h3 f3g2 h3g4 d3f5 g4f5 h4f5 d4c5 f5e7 g8f8 e7f5 g7g6 f5h6 f8g7 h6f7 a8a4 f7g5 a4c4 g2h3 c7c6 h3e6 c6d5 e6d5 c4b4 f1f7 g7h6 g5f3 b4b1 h1g2 b1b2 g2h3 h6h5 f7h7
20/02/24,920,Michaelcook1005 won by resignation,e2e4 e7e5 g1f3 b8c6 b1c3 b7b6 a2a3 g8f6 h2h3 c8b7 f1b5 g7g6 d2d3 f8g7 c1g5 d8e7 c3d5 e7d8 g5f6 g7f6 d1d2 f6g7 d2g5 f7f6 g5g4 a7a6 b5c6 b7c6 e1g1 d7d6 g4e6 e8f8 e6g4 c6d7 g4h4 g6g5 h4h5 d7e8 h5g4 e8d7 g4g3 h7h5 h3h4 g5g4 f3d2 c7c6 d5e3 c6c5 d2c4 d7e6 a1c1 b6b5 c4d2 a6a5 e3f5 b5b4 f5g7 f8g7 a3b4 a5b4 b2b3 a8a2 d2c4 f6f5 f1d1 f5e4 d3e4 e6c4 b3c4 d8d7 g3e3 h8f8 e3g5 g7f7 g5h5 f7e7 h5h7 e7d8 d1d6 d7d6 h7g7 d8e8 g7g4 a2a7 g4g6 f8f7 g6d6
20/02/24,930,Jkorty won by resignation,e2e4 e7e5 g1f3 b8c6 b1c3 g8f6 f1b5 d7d6 b5c6 b7c6 e1g1 c8b7 d2d4 e5d4 f3d4 c6c5 d4f3 g7g6 f1e1 f8g7 e4e5 d6e5 e1e5 e8f8 d1d8 a8d8 c1e3 c5c4 e3c5 f8g8 c5e7 f6h5 e7d8 g7e5 f3e5 g8g7 d8h4 h8e8 e5f3 f7f6 h4g3 b7f3 g2f3 h5g3 h2g3 f6f5 b2b3 c4b3 a2b3 h7h5 a1a7 e8e1 g1g2 g6g5 a7c7 g7g6 c7c6 g6f7 b3b4 g5g4 f3g4 f5g4 b4b5 e1c1 c6c7 f7e6 b5b6 c1c2 b6b7 c2b2 c3a4 b2b1 a4c5 e6d6 c7c8 b1b6 b7b8q b6b8 c8b8 d6c5 b8h8 c5d5 h8h5 d5e4 h5g5 e4d3 g5g4 d3e2 g4f4 e2e1 g3g4 e1e2 g4g5 e2d3 g5g6
21/02/24,923,janny1234567 won by checkmate,e2e4 d7d5 e4d5 d8d5 b1c3 d5d8 g1f3 g8f6 g2g3 g7g6 f1g2 f8g7 d2d4 h7h5 b2b3 f6d5 c3d5 d8d5 c1b2 d5e4 d1e2 e4e2 e1e2 c8g4 h1e1 e8g8 e2f1 b8c6 a1b1 c6b4 e1e7 b4d5 e7e2 b7b6 c2c4 d5b4 d4d5 b4d3 b2g7 g8g7 f3e5 g4e2 f1e2 d3e5 e2f1 a8e8 b1e1 e5d3 e1e8 f8e8 f2f4 e8e1
21/02/24,930,Ady13messi won by resignation,e2e4 g7g6 g1f3 f8g7 b1c3 b7b6 b2b3 c8b7 c1b2 b8c6 g2g3 e7e6 f1g2 g8e7 a1b1 e8g8 e1g1 c6e5 f3e5 g7e5 d2d4 e5g7 e4e5 d7d6 g2b7 a8b8 b7g2 d6e5 d4e5 d8d1 f1d1 g7e5 d1d7 a7a6 d7e7
21/02/24,937,Ady13messi won on time,b1c3 b8c6 d2d4 g8f6 d4d5 c6b8 c1g5 d7d6 e2e4 g7g6 f1e2 f8g7 g1f3 b7b6 f3h4 c8b7 e2b5 b8d7 e1g1 e8g8 f1e1 a7a6 b5d7 d8d7 e4e5 d6e5 g5f6 g7f6 h4f3 e5e4 e1e4 f6c3 b2c3 a8d8 c3c4 c7c6 e4d4 c6d5 c4d5 b6b5 f3e5 d7d6 f2f4 f7f6 e5g4 f6f5 g4e5 a6a5 c2c4 b5c4 e5c4 d6d7 c4b6 d7d6 a1b1 e7e5 f4e5 d6e5 d4h4 e5e3 g1f1 b7a6 b6c4 a6c4 h4c4 f8e8 d5d6 e3e6 c4c6 e8f8 b1b7 f8f7 b7f7 g8f7 c6c7 f7e8 d6d7 d8d7 c7d7 e6d7 d1e2 d7e7 e2a6 e7e4 a6a8 e8f7
21/02/24,929,LilK09 won by resignation,e2e4 e7e5 g1f3 b8c6 f1c4 g7g6 d2d4 e5d4 e4e5 f8g7 f3g5 c6e5 d1e2 d7d6 e1g1 c8e6 c4e6 f7e6 g5e6 d8e7 e6g7 e7g7 c1g5 g8f6 f2f4 d4d3 c2d3 e8g8 f4e5 d6e5 b1c3 a8e8 e2e3 f6g4 e3a7 f8f1 a1f1 c7c6 c3e4 g4h6 e4f6 g8f8 f6h5 f8g8 h5g7 g8g7 a7b7 g7g8 b7c6 e8f8 c6d5 h6f7 g5e7
21/02/24,919,Ady13messi won on time,e2e4 c7c5 g1f3 b7b6 b1c3 b8c6 d2d3 c8b7 g2g3 g8f6 f1g2 g7g6 e1g1 d7d6 c3d5 f8g7 c2c4 c6e5 f3e5 d6e5 a1b1 f6d5 e4d5 e7e6 b2b3 e6d5 g2d5 b7d5 c4d5 d8d5 c1b2 e8g8 f1e1 f7f6 a2a3 b6b5 b3b4 c5b4 a3b4 d5d6 d1d2 a8c8 e1c1 c8c1 b1c1 f8a8 b2a3 e5e4 c1c3 e4d3 c3d3 d6a6 a3b2 a8c8 b2d4 c8c4 d4c5 a6c6 d3d8 g8f7 d2d7 c6d7 d8d7 f7g8 d7a7 f6f5 a7a8 g8f7 a8a5 g7c3 a5b5 f7e6 b5b7 h7h5 b7b6 e6f7 g1g2 f5f4 b6b7 f7f6 h2h4 f4g3 f2g3 c3e5 c5e7 f6e6 e7c5 c4c3 b7b6 e6f5 g2h3 c3g3 h3h2 g3g4 h2h1 g4h4 h1g2 h4g4 g2f3 h5h4 f3e2 h4h3 b6b7 h3h2 b7h7
21/02/24,926,Ady13messi won by checkmate,e2e4 e7e5 g1f3 g8f6 b1c3 f8c5 d2d3 d7d5 c1g5 d5d4 g5f6 d8f6 c3d5 f6c6 f3e5 c6d6 e5f3 e8g8 c2c4 d4c3 b2c3 c7c6 d5e3 b8d7 c3c4 d7f6 f1e2 c8g4 e1g1 c5b6 e4e5 d6e6 e5f6 e6f6 a2a4 a8d8 a4a5 b6c5 a5a6 b7b6 a1b1 h7h5 h2h3 g4e6 f3d2 g7g6 d2e4 f6e5 e4c5 b6c5 b1b7 g8g7 b7a7 f8h8 f2f4 e5b8 a7b7 b8a8 d1a1 g7g8 f4f5 e6c8 b7e7 c8a6 f5g6 f7g6 a1g7
22/02/24,917,Ady13messi won by resignation,e2e4 e7e5 g1f3 b8c6 b1c3 f8b4 d2d3 b4c3 b2c3 g8f6 c3c4 c6d4 c1g5 d7d6 g5f6 d8f6 f1e2 c8g4 f3d4 e5d4 e2g4 h7h5 g4h5 h8h5 d1h5 e8c8 e1g1 f6e5 h5e5 d6e5 f2f4 f7f6 f4e5 f6e5 g2g4 d8h8 g1g2
22/02/24,908,Sujithajipur won by resignation,e2e4 e7e5 g1f3 b8c6 b1c3 g8f6 d2d3 f8c5 c1g5 h7h6 g5f6 d8f6 c3d5 f6d6 c2c4 c6e7 g2g3 e7d5 e4d5 c7c6 f1g2 c6d5 f3h4 d5c4 d3c4 d6d1 a1d1 d7d6 e1g1 e8g8 b2b3 a7a5 a2a4 a8b8 h4f5 c8f5
22/02/24,898,Ady13messi won by resignation,e2e4 b8c6 g1f3 e7e5 b1c3 d7d6 d2d3 c8e6 g2g3 d8f6 f1g2 e8c8 c1g5 f6g6 g5d8 c6d8 a2a4 f7f5 c3d5 e6d5 e4d5 e5e4 d3e4 f5e4 f3h4 g6f6 e1g1 f6b2 g2e4 g8f6 e4f5 c8b8 a1b1 b2e5 f1e1 e5f5 h4f5 g7g6 f5h4 g6g5 h4g2 c7c6 e1e8 f6e8 d1g4 h7h6 g4d7 c6d5 d7e8 b8c8 e8b5 f8e7 b5d5 h8h7 d5f5 c8b8 f5h7
22/02/24,905,AZBABY520 won by checkmate,e2e4 e7e5 b1c3 g8f6 g1f3 b8c6 d2d4 e5d4 f3d4 c6d4 d1d4 c7c5 d4e5 d8e7 e5e7 f8e7 c1g5 e8g8 e4e5 h7h6 g5h4 f8e8 e1c1 f6g4 h4e7 e8e7 d1e1 g4f2 h1g1 b7b6 e1e2 f2g4 h2h3 g4e5 c3d5 e7e6 d5c7 e5d3 c2d3 e6e2 f1e2 a8b8 g2g4 c8b7 g1e1 g7g5 c1c2 b8c8 c7b5 d7d5 b5a7 c8a8 a7b5 a8a2 b5d6 b7c6 e2f3 c6a4 c2b1 a4b3 d6f5 g8h7 e1e7 h7g6 f5d6 d5d4 e7f7 b3f7 f3e4 g6f6 d6f7 a2a7 f7d6 a7e7 d6c4 b6b5 c4d6 b5b4 b2b3 f6e6 d6c4 e6f6 b1c1 e7a7 c1d2 a7a3 d2e1 a3b3 e4d5 b3b1 e1f2 b1h1 d5h1 f6e6 f2e2 e6d7 e2d2 d7c7 d2c2 c7b8 c4e5 b8c7 e5c4 c7b8 c4b2 b8a7 b2d1 a7a6 d1f2 a6b5 f2e4 b5a4 e4c5 a4a3 c5b3 a3a2 h1d5 a2a3 c2d2 a3b2 d2e2 b2c3 d5e6 c3c2 e6f7 c2c3 f7e6 c3b2 b3d4 b2a3 d4b3 a3b2 d3d4 b2c3 d4d5 c3b2 d5d6 b2a3 d6d7 a3b2 d7d8q b2c3 d8c8 c3b2 c8c1 b2a2 c1a1
22/02/24,913,Ady13messi won on time,e2e4 e7e5 g1f3 b8c6 b1c3 g8f6 f1b5 d7d6 b5c6 b7c6 d2d4 e5d4 f3d4 c6c5 d4f3 g7g6 c1g5 f8g7 g5f6 g7f6 d1d5 a8b8 b2b3 c8b7 d5c4 e8g8 e1g1 f8e8 f1e1 f6c3 c4c3 b7e4 e1e3 e4b7 a1e1 e8e3 e1e3 d8f8 f3g5 b8e8 e3h3 h7h6 g5f3 a7a5 a2a3 b7f3 h3f3 f8e7 h2h3 h6h5 g2g4 h5g4 h3g4 e7g5 f3h3 g5g4 h3g3 g4d4 c3d4 c5d4 c2c3 d4c3 g3e3 e8e3 f2e3 c3c2
22/02/24,904,Ady13messi won by checkmate,e2e4 e7e5 g1f3 b8c6 b1c3 f8b4 d2d3 b4c3 b2c3 h7h6 c3c4 g8f6 g2g3 d7d6 f1g2 c8g4 e1g1 c6d4 c1b2 e8g8 b2d4 e5d4 a2a4 f6h5 a1b1 f7f5 d1e1 f5f4 f3d4 f4f3 g2h1 g4h3 d4f3 h3f1 e1f1 f8f3 h1f3 h5f6 f1d1 d8d7 b1b7 a8f8 f3g2 a7a5 b7b5 f6h7 b5a5 h7g5 a5b5 c7c5 e4e5 g5e6 e5d6 e6d4 g2d5 g8h8 b5c5 d7d6 c5a5 d4f5 a5a8 f8a8 d5a8 d6d7 a4a5 d7a7 a8e4 f5d4 d1a1 d4c2 a1a2 c2b4 a2a3 b4c2 a3c3 c2d4 h2h4 d4e6 c3a3 e6d8 a3f8
22/02/24,911,Ady13messi won on time,e2e4 g7g6 g1f3 f8g7 b1c3 e7e6 d2d4 g8e7 e4e5 e8g8 g2g3 d7d6 f1g2 d6e5 f3e5 g7e5 d4e5 d8d1 c3d1 c7c6 d1c3 b7b5 c3b5 c8a6 b5d6 b8d7 b2b3 d7e5 c2c4 c6c5 g2a8 f8a8 e1g1 e7f5 d6f5 e6f5 c1f4 e5d3 f4e3 d3b4 e3c5 b4c2 a1c1 a8c8 c1c2 c8c5 a2a4 h7h5 f2f4 g8h7 h2h4 f7f6 f1e1 h7h6 e1e6 h6g7 e6a6
22/02/24,918,Ady13messi won on time,b2b3 e7e5 c1b2 b8c6 g2g3 g8f6 f1g2 d7d6 g2c6 b7c6 e2e3 c6c5 d1f3 a8b8 g1e2 c8b7 f3f5 b7h1 f2f3 g7g6 f5d3 f8g7 b1a3 h1f3 e1c1 e8g8 a3b5 e5e4 d3c4 a7a6 b5a7 b8b6 d1f1 d6d5 c4c5 f3e2 f1f2 e2f3 a7c6 d8d6 c6e7 g8h8 c5d6 b6d6 d2d3 d6d7 e7c6 d7d6 c6e5 f8e8 d3d4 h8g8 c1d2 a6a5 h2h3 e8b8 g3g4 a5a4 e5f3 e4f3 f2f3 f6e4 d2d3 a4b3 a2b3 b8c8
22/02/24,926,Ady13messi won on time,e2e4 e7e5 f1c4 b7b6 d2d3 g8f6 g1f3 d7d6 h2h3 g7g6 a2a3 f8g7 c1e3 b8c6 c4a2 c6d4 e3d4 e5d4 f3d4 c7c5 d4b5 c8b7 b5d6 d8d6 c2c3 e8g8 e1g1 f8e8 b1d2 d6d3 a2c4 d3d8 e4e5 e8e5 d2f3 d8d1 f1d1 b7f3 g2f3 e5g5 g1f1 h7h5 f1e2 a8e8 e2d2 g5g2 d2c2 g2f2 c2b3 f2f3 d1g1 f3h3 a1f1 f6e4 c4f7 g8h7 f7e8 e4d2 b3a2 d2f1 g1f1 a7a5 f1g1 h7h8 g1g6 b6b5 e8b5 h3h4 c3c4 h4h2 g6g5 h2b2 a2a1 b2g2 a1b1 g2g5 b1c2 g5g4 c2d2 g4e4 d2d3 e4e5 a3a4 h5h4 b5c6 h4h3 d3c3 e5e6 c3b3 e6c6
23/02/24,941,Ady13messi won by checkmate,e2e4 e7e5 g1f3 b8c6 b1c3 f7f6 d2d3 a7a6 g2g3 h7h6 f1g2 g7g6 b2b3 f8g7 c1b2 b7b6 d1d2 g8e7 c3d5 e7d5 e4d5 c6e7 c2c4 c8b7 f3h4 c7c6 e1g1 c6d5 g2d5 e7d5 c4d5 b7d5 h4g6 h8g8 f1e1 d7d6 d3d4 e5e4 g6f4 d5f7 e1e4 e8f8 d4d5 g8h8 a1e1 f8g8 f4e6 f7e6 e4e6 d8d7 e6e7 d7b5 d2c2 b5d5 c2g6 h8h7 e7e8 a8e8 e1e8
23/02/24,949,Ady13messi won by resignation,e2e4 e7e5 g1f3 d8f6 b1c3 f8c5 d2d3 h7h6 c3d5 f6d6 c2c4 g8e7 g2g3 e7d5 e4d5 d6f6 f1g2 d7d6 e1g1 b8d7 b2b3 a7a6 c1b2 f6g6 a2a4 d7f6 f3h4 g6h7 f1e1 c8d7 e1f1 g7g5 h4f3 h6h5 f3g5 h7g6 b2c1 e8c8 g1h1 f6h7 f2f4 h7g5 f4g5 d8f8 g2e4 g6g7 h2h4 f7f6 f1f6 f8f6 g5f6 g7f6 c1g5 f6f2 d1f1 f2e3 g5e3
23/02/24,942,Ady13messi won by resignation,e2e4 e7e5 d2d4 e5d4 c2c3 c7c5 c3d4 c5d4 g1f3 b8c6 f3d4 c6d4 d1d4 g8f6 e4e5 d8e7 f1e2 f6g8 e1g1 g7g6 e5e6 g8f6 e6f7 e8f7 e2c4 f7g7 f1e1 e7e1
23/02/24,935,Tareqalkalbani won by resignation,e2e4 e7e5 g1f3 d8f6 b1c3 f8c5 d2d3 b7b5 c3b5 a7a6 b5c3 d7d6 c3d5 f6d8 c2c4 c7c6 d5c3 c5b4 g2g3 b4c3 b2c3 b8d7 f1g2 g8f6 d3d4 e5d4 c3d4 d6d5 c4d5 c6d5 e4d5 f6d5 e1g1 c8b7 f1e1 e8f8 f3e5 d5c3 e5d7 d8d7 c1a3 f8g8 d1c2 c3d5 a1b1 g7g6 a3c5 a8c8 g2d5 b7d5 e1e7 d7c7 e7c7 c8c7 b1b8 g8g7 b8h8 g7h8 a2a4 h8g7 a4a5 f7f6 h2h4 h7h5 c2b3 d5b3
23/02/24,943,Timik777 won by resignation,e2e4 e7e5 d2d4 e5d4 g1f3 g8f6 f1c4 f6e4 d1d4 d7d5 c4d5 e4d6 f3g5 b8c6 d5c6 b7c6 b1c3 f7f6 g5e4 c8a6 c1f4 d6e4 d4e4 f8e7 f4d2 a6b7 e1c1 e8g8 e4g4 e7d6 d2h6 d8e7 c3e4 e7f7 e4d6 c7d6 d1d6 f8d8 h1d1 d8d6 d1d6 a8e8 d6d7 e8e1 c1d2
23/02/24,954,ChessShyt won on time,e2e4 e7e5 g1f3 d7d6 b1c3 b8c6 d2d3 c8g4 f1e2 h7h5 h2h3 g4f3 e2f3 c6d4 f3h5 c7c6 h5e2 g7g6 b2b3 f8h6 c1b2 d8g5 g2g3 h6f8 h3h4 g5e7 d1d2 f8h6 d2d1 f7f5 e4f5 g6f5 e2h5 e8d7 h5e2 a8e8 e2f3 e5e4 d3e4 f5e4 f3e4 d6d5 d1d4 d7c7 e1g1 g8f6 e4g2 c7b8 f1e1 e7g7 e1e8 h8e8 b2c1 f6g4 d4g7 h6g7 c1f4 b8a8 c3a4 g7a1 a4c5 a7a6 c5a4 d5d4 a4b6 a8a7 b6c4 b7b6 c4d6 e8e1 g2f1 g4f6 d6c4 f6e4 c4d6 e4d6 f4d6 c6c5 d6f4 e1e6 g1g2 d4d3 f1d3 a1d4 d3e4 a6a5 e4f3 a7a6
23/02/24,950,Ady13messi won by resignation,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 c6d4 d1d4 c7c5 d4e5 d8e7 e5e7 f8e7 c2c4 g8f6 b1c3 g7g6 f1d3 e8g8 e1g1 b7b6 b2b3 c8b7 f2f3 d7d6 a2a4 f8e8 c1b2 e7f8 h2h3 f8g7 a1b1 f6h5 g2g4 h5f4 h3h4 f4d3
23/02/24,948,ltlittle won by checkmate,e2e4 e7e5 g1f3 b8c6 b1c3 g8f6 d2d4 f8b4 d4d5 b4c3 b2c3 c6b8 f1d3 c7c6 c1e3 c6d5 e4d5 f6d5 f3e5 d5e3 f2e3 e8g8 e1g1 b8c6 d1h5 c6e5 h5h7
24/02/24,956,zaMuLisK won by checkmate,e2e4 c7c5 g1f3 b8c6 b1c3 g7g6 d2d3 f8g7 g2g3 e7e6 f1g2 g8e7 d1d2 e8g8 a1b1 d7d5 b2b3 d5d4 c3a4 b7b6 c1b2 e6e5 b2a1 c8g4 e1g1 f7f5 a4b2 f5f4 b2c4 f4g3 f2g3 g4f3 g2f3 d8c7 f3g2 b6b5 f1f8 a8f8 c4b2 c6a5 b1f1 c5c4 f1f8 g7f8 b3c4 b5c4 d3c4 c7c5 g2f1 d4d3 g1h1 d3c2 d2c2 f8g7 b2a4 c5c6 f1d3 e7c8 a1c3 a5c4 d3c4 c6c4 a2a3 c8b6 a4b6 a7b6 a3a4 c4f1
24/02/24,948,El_cruzoo won by resignation,d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 e7e6 g1f3 f6e4 f1d3 f7f5 f3e5 c6e5 f4e5 b7b6 b1d2 c8b7 d2f3 h8g8 d1a4 d8d7 d3b5 c7c6 b5d3 f8d6 e1c1 d6e5 f3e5 e4f2 e5d7 e8d7 h1f1 f2d1 f1d1 d7c7 d1f1 g7g6 a4c2 a8c8 c3c4 c7b8 c4d5 c6d5 c2c8 g8c8 c1b1 h7h5 d3b5 b7c6 b5c6 c8c6 b2b4 c6c4 a2a3 a7a5 b4a5 b6a5 b1b2 b8b7 f1f3 b7b6 f3g3 e6e5 g3g6 b6b5 d4e5 c4e4 g6g5 e4e5 g5h5 e5e3 h5f5 b5c4 f5f2 d5d4 f2c2 c4b5 g2g3 d4d3 c2d2 e3e2 b2c3 e2d2 c3d2 b5c4 h2h4 c4b3 d2d3 b3a3 d3c2 a5a4 c2b1 a3b3 h4h5 a4a3 h5h6 a3a2 b1a1
24/02/24,942,Ady13messi won by checkmate,e2e4 e7e5 g1f3 b8c6 b1c3 g8f6 d2d4 e5d4 f3d4 c6d4 d1d4 c7c5 d4d3 g7g6 c3d5 f6d5 d3d5 f8g7 c1e3 b7b6 a1b1 a8b8 f1b5 e8g8 e1g1 d7d6 f2f4 c8b7 b2b3 b7d5 e4d5 f8e8 f1e1 e8e7 g2g4 g7d4 e3d4 e7e1 b1e1 c5d4 e1e2 d8h4 e2g2 b8c8 f4f5 g6f5 g4f5 g8f8 c2c4 h4e1
24/02/24,935,IsGDDM won on time,e2e4 e7e5 g1f3 d7d6 b1c3 c8g4 d2d3 g4f3 d1f3 g8f6 f3d1 d8e7 g2g3 d6d5 c1g5 h7h6 g5f6 e7f6 c3d5 f6d8 f1g2 c7c6 d5e3 f8c5 e1g1 c5e3 f2e3 b8d7 c2c4 e8g8 b2b4 c6c5 b4c5 d7c5 d3d4 e5d4 e3d4 c5d7 e4e5 a8c8 c4c5 d7b8 g2b7 c8c7 b7g2 c7d7 d4d5 b8c6 f1f3 c6e5 f3f1 e5g4 c5c6 g4e3 d1e2 e3f1 c6d7 d8d7 e2f1 a7a5 a2a4 d7a7 g1h1 f8b8 d5d6 b8b2 g2h3 a7d4 d6d7 b2d2 a1b1 g8h7 h3f5 g7g6 f5h3 h6h5 f1f7 h7h6 f7f4 d4f4 g3f4 g6g5 f4g5 h6g5 b1b7 g5h4 h3f5 h4g5 f5e6 g5f6 e6h3 f6e7 d7d8q e7d8 h3f1 d2a2 f1b5 a2b2 b7h7 b2a2 h7h5 d8e7 h5e5 e7f6 e5e1 f6g5 e1g1 g5h4
24/02/24,944,bookonlaw won by resignation,d2d4 d7d5 c2c4 d5c4 b1c3 g8f6 c1g5 e7e6 e2e3 g7g6 g1f3 f8g7 f1c4 b7b6 e1g1 c8b7 c4d3 b8c6 e3e4 c6b4 d3c2 b4c2 d1c2 e8g8 e4e5 b7f3 e5f6 g7f6 g5f6 d8f6 g2f3 f6f3 c2e2 f3b7 f2f3 a8d8 e2e3 f7f5 c3b5 f5f4 e3e6 g8h8 e6e5 h8g8 e5e6 f8f7 f1e1 b7f3 e1f1 f3e3 e6e3 f4e3 f1f7 g8f7 a1e1 d8e8 b5c7 e8e7 c7d5 e7e6 d5e3
24/02/24,942,Ady13messi won on time,e2e4 e7e5 g1f3 d7d6 b1c3 c8g4 f1e2 g4f3 e2f3 b8c6 g2g3 c6d4 f3g2 g8f6 d2d3 f6g4 d1g4 d4c2 e1d2 c2a1 h1e1 d8f6 b2b3 f6f2 e1e2 f2c5 c1b2 a1b3 a2b3 h7h5 g4g5 g7g6 g2h3 f8e7 g5e3 c5e3 e2e3 e7g5 c3d5 g5e3 d2e3 e8g8 d5c7 a8c8 h3c8 f8c8 c7d5 c8c2 b2a3 c2h2 b3b4 h2h3 e3f3 h3h2 a3c1 h2c2 c1g5 f7f5 e4f5 g6f5 d5f6 g8f7 f6h5 f7g6 g5e7 g6h5 e7d6 c2d2 d6e5 d2d3 f3f4 d3b3 f4f5 b3b4 g3g4 h5h4 e5f6 h4h3 g4g5 b4b5 f5f4
24/02/24,957,Ady13messi won on time,e2e4 e7e5 d1h5 b8c6 f1c4 g7g6 h5f3 g8f6 c2c3 d7d6 d2d3 f8g7 b2b4 a7a6 a2a4 e8g8 c1g5 c6e7 h2h4 e7c6 h4h5 c6a7 h5g6 h7g6 g5f6 d8f6 g2g4 f6f3 g1f3 c8g4 f3g5 g4d7 b4b5 a6b5 a4b5 c7c6 b5b6 a7b5 a1a8 f8a8 c4b5 c6b5 e1e2 a8a1 e2d2 g7f6 g5f3 d7g4 f3e1 a1b1 d2e3 f6g5
